airline_sentiment,text
positive,@SouthwestAir please do. Hate having to fly a different airline. You're my fav.
positive,0
positive,@SouthwestAir save mile to visit family in 2015 and this will impact how many times I can see my mother.  I planned and you change the rules
positive,@SouthwestAir Jackpot!  #legroom http://t.co/ZO2iceG4lI
positive,"@SouthwestAir i live in the southwest, Imagine Dragons is my favorite band, and i met my 2bestfriends thanks to them. it would be amazing +"
positive,@SouthwestAir... I love you. Air travel doesn't get easier.
positive,0
positive,@SouthwestAir Thank you! I can't wait either :)
positive,@southwestair SWEET!!! Glad to hear it. I'll keep you guys in mind next time!
positive,@SouthwestAir your employees at BWI have been amazing!
positive,0
positive,@SouthwestAir when are you releasing your flights for September? Just found out you fly direct lbb to las! So excited! #tripofalifetime
positive,@SouthwestAir Gracias... appreciate that!
positive,@SouthwestAir was fantastic! That's the best flight service I've ever had.
positive,"@SouthwestAir Flying with you in about 2 weeks, bringing blankets bc it's freezing!😜"
positive,0
positive,"@SouthwestAir I love imagine dragons o flipping much, pls #DestinationDragons"
positive,@SouthwestAir I would love to go to the Atlanta show ♥️
positive,@SouthwestAir I WOULD DO ANYTHING FOR tickets to the VEGAS... ANYTHING. I love imagine dragons so much!!
positive,@SouthwestAir this would be an awesome experience #DestinationDragons
positive,@SouthwestAir Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU
positive,@SouthwestAir would be cool if the best airlines company hooked me up with @Imaginedragons tickets for Vegas ;)
positive,"@SouthwestAir appreciate the reply, hopefully those LAX agents get the memo. Cheers!"
positive,@SouthwestAir a nice trip back home after a looong vaca 😊🌴 http://t.co/9TRvfnCedL
positive,@SouthwestAir It was the usually excellent SWA flight!
positive,@SouthwestAir Jason (108639) at Gate #3 in SAN made my afternoon!!! #southwestairlines #stellarservice #thanks!
positive,@SouthwestAir thanks for adding straight flights from Columbus to Oakland!
positive,@SouthwestAir  I look forward to those direct flights to California to see my family more often. Thank you @MichaelBColeman #byebyeusairline
positive,@SouthwestAir Your crew on 4028 tonight was outstanding. God bless them and the medically trained passengers on board.
positive,@SouthwestAir...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into @bostonlogan. Nicely done!
positive,"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!"
positive,@SouthwestAir Making Miracles again! The customer service department gave me by far one of the friendliest phone calls ever. #wheelsup
positive,@SouthwestAir Already signed up!  Thanks!  Looking forward to trying the Southwest experience.
positive,"“@SouthwestAir: @AMiltx3 You are forgiven most loved Customer,,,it's as if you never left :) ^LL” that's why you're bae ❤️"
positive,"@SouthwestAir you only hear about the bad things. Flying the last to weekends, the flights and crews were awesome. Thank you. 👍👍"
positive,0
positive,0
positive,@SouthwestAir the crew of 4649 has been great to us today. Traveling from Ft. Lauderdale to Louisville with 2 kids 7 and under. Thanks!✈️✈️
positive,"@SouthwestAir nvm, gate said they're holding connections. Thanks for quick response!"
positive,@SouthwestAir looking forward to the beats music available on my flight today. That's pretty cool.
positive,@SouthwestAir has some of the best airfare prices! Gotta LUV them :)
positive,0
positive,@SouthwestAir :( Thanks for the opportunity...
positive,"@SouthwestAir truly the best in #customerservice.  If something goes wrong, no matter how big or small the issue was, they fix it. Thank you"
positive,0
positive,@SouthwestAir thank you!
positive,"@SouthwestAir ok, gotcha! ✈️😃👍"
positive,"@SouthwestAir I'm excited too, but perhaps you could scale your excitement back by a few weeks..."
positive,@SouthwestAir me &amp; @sammi_jon3s are best friends because of @Imaginedragons. Any chance we could get tickets to #DestinationDragons ?
positive,@SouthwestAir thank you! ❤️❤️❤️ you guys!
positive,"@SouthwestAir CEO Gary Kelly, ""We are America's most loved and most flown airline!"" #SouthwestRally #BWI #bestemployees #swaculture #swapic"
positive,0
positive,@SouthwestAir Luvin me some flights today!! Don't change!!  And please add Paypal as payment option!!!
positive,@SouthwestAir makes flying for @UNO_Baseball fun! Flight crew just led the plane in singing happy birthday to one of our guys! #LuvInTheAir
positive,0
positive,Thanks @SouthwestAir ! #heartlanta
positive,"@SouthwestAir thanks for the b day concert I watched them all (and noticed the fist bump/high five at the end of the ""rock"" version)"
positive,@SouthwestAir My boyfriend and I have LOVED @Imaginedragons since 2009 &amp; it would be so awesome to go to Vegas event. Any way you can help?
positive,0
positive,@SouthwestAir you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA
positive,@SouthwestAir I was just sitting here talking at a tech conference about how awesome you guys are and this rolled across. Luv you guys! #LOL
positive,"@SouthwestAir thanks for your attention, I've been flying southwest for 3 years and haven't had this issue in the past."
positive,@SouthwestAir #DestinationDragons @Imaginedragons I'm a HUGE FAN! I would love tix to your show!
positive,@SouthwestAir Scott is the best!!! Thank yo from the bottom of my heart💕#DestinationDragons with friends in LA @HayleyMad see u Friday
positive,@SouthwestAir now flying non stop CMH-OAK has me daydreaming about a trip to the bay...especially in this weather. #OhioProbz
positive,0
positive,@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons
positive,@SouthwestAir AMAZING c/s today by SW thank you SO very much. This is the reason we fly you #southwest
positive,@SouthwestAir is the best airline out there no one is better than them #OneLove #Southwest #bestairline
positive,@SouthwestAir great cabin and flight crew this morning on #578. A great smile and happy staff are signs of a happy company. Thanks.
positive,@SouthwestAir thank you for always going above and beyond with your customer service!!!!!! #favoriteairline #luvforSW #southwestAir
positive,"@SouthwestAir great news for @PortColumbusCMH today. Finally, Columbus' top unserved market will have flights."
positive,"@SouthwestAir is really stepping up their ""service""🐩 http://t.co/VQTyza6Mzu"
positive,"@SouthwestAir Again, please accept my apologies for my lame, childish tweet. You didn't deserve that, &amp; I remain a LOYAL SW customer!"
positive,"@SouthwestAir I owe you an apology. My tweet was out of frustration, not constructive criticism. I'm a SW fan &amp; LOVE your service!"
positive,@SouthwestAir ..just booked trip to Cancun...❤️ no baggage fees..but need to have more flight time options
positive,@SouthwestAir thank you!!! #bringbacktheluvtordu #miami #directflights
positive,@SouthwestAir That would be great. Thank you! I'll send it over when you follow.
positive,@SouthwestAir @FortuneMagazine Love SW forever😃💕😍⤴⤴
positive,"@SouthwestAir SW rocks, thanks for the reply and the follow. Rebooked earlier flight!"
positive,@SouthwestAir @FortuneMagazine Congrats!
positive,@SouthwestAir @FortuneMagazine well deserved!
positive,@SouthwestAir @FortuneMagazine I always tell everyone to fly Southwest! Congratulations!!!
positive,0
positive,@SouthwestAir @FortuneMagazine Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches!  #custexp
positive,@SouthwestAir listening center is open seating just like on their planes. #RaganDisney
positive,@SouthwestAir oh my god thank you so much!!! I just sent you a DM
positive,0
positive,"THANKS to @SouthwestAir , I get to go to the #DestinationDragons @Imaginedragons show this weekend in UTAH @VelourLive  !!! #ThankYou"
positive,"@SouthwestAir @FortuneMagazine Love u Southwest. You've always been helpful. When I traveled a lot w/my son, infant/toddler, U were great!"
positive,@SouthwestAir @FortuneMagazine Love flying Southwest! Best flight attendants ever!
positive,"@SouthwestAir @FortuneMagazine I DO like your airlines, congrats! : )"
positive,0
positive,@SouthwestAir Southwest is definitely my favorite airline to fly! :D
positive,@SouthwestAir Congratulations!
positive,@SouthwestAir guess where Ashley is. She's doing a great job presenting. #ragandisney http://t.co/5ZNMwxDI9U
positive,"@SouthwestAir thank you for integrating with Passbook on iOS, it all works so much better now!!!"
positive,@SouthwestAir my birthday is during #DestinationDragons and im a huge fan- anyway I can get tickets?
positive,"@SouthwestAir - thanks to the agent boarding 1137, ATL-AUS. Left my wallet on the inbound. He found it for me!"
positive,@SouthwestAir iPhone app now has passbook support! Whoot! It's the little things in life... 😜
positive,"@SouthwestAir aww thanks!! Other than that, love it!"
positive,@SouthwestAir we're here at MCO. Thanks.
positive,0
positive,"I appreciate the reply. RT @SouthwestAir: @luxclark We’re so sorry to keep you waiting, Laura. An Agent will be with you shortly...^CB"
positive,@SouthwestAir I love you guys! Had to take a few other airlines this week...makes me love and appreciate y'all so much more! #onlywaytofly
positive,"@SouthwestAir DM sent! Thanks so much for responding! Your response was so timely, I missed it!"
positive,@SouthwestAir Thank you for having flights going out of Nashville! You guys Rock! #DisneyPrincessHalfMarathon #girlsweekend #bffs
positive,@SouthwestAir Thx Ops Agt Rich Westagard n Flight Att. Nancy @ DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!
positive,@SouthwestAir y'all the real MVP with these prices...
positive,@SouthwestAir love bridesmaid dancing Can't wait for you to fly into puerto Vallarta and kick united ass!
positive,@SouthwestAir I ❤️ you! The only airline that understands us military families and our unpredictable changes. Pound it 👊
positive,@SouthwestAir can i get tiks for #DestinationDragons omg id love to! Plz 😱❤️im dying
positive,Looking forward to using Passbook when I fly  @SouthwestAir in a few weeks!
positive,@SouthwestAir Fantastic! Thank you!
positive,@SouthwestAir - Great flight from Phoenix to Dallas tonight!Great service and ON TIME! Makes @timieyancey very happy! http://t.co/TkVCMhbPim
positive,@SouthwestAir you guys are so clever 😃 http://t.co/qn5odUGFqK
positive,@southwestair Amazing view on the approach to LAX tonight. http://t.co/a68d5fULmH
positive,"@SouthwestAir, I really appreciate you all's #BHM commercial that aired today during @BET's #BookofNegroes"
positive,"@SouthwestAir Thanks for replying, I sen't my conf #! I love aviation and Southwest and all I wanted for my 18th was to fly SWA for the day!"
